4295294327 49783 0 32000000
4295294342 0 0 0
4295294357 0 0 0
4295294371 0 0 0
4295294386 0 0 0
4295294401 0 0 0
4295294415 0 0 0
4295294429 0 0 0
4295294443 0 0 0
4295294458 0 0 0
4295294472 0 0 0
4295294487 0 0 0
4295294501 0 0 0
4295294516 0 0 0
4295294530 0 0 0
4295294544 0 0 0
4295294558 0 0 0
4295294572 21353 0 12000000
4295294586 37531 0 8000000
4295294601 0 0 0
4295294616 0 0 0
4295294630 0 0 0
4295294644 0 0 0
4295294658 0 0 0
4295294673 0 0 0
4295294687 0 0 0
4295294701 0 0 0
4295294716 0 0 0
4295294730 0 0 0
4295294744 0 0 0
4295294758 0 0 0
4295294772 0 0 0
4295294786 0 0 0
4295294800 0 0 0
4295294814 50 0 0
4295294828 24928 0 16000000
4295294842 30879 0 4000000
4295294856 0 0 0
4295294870 0 0 0
4295294884 0 0 0
4295294898 0 0 0
4295294912 0 0 0
4295294927 0 0 0
4295294942 0 0 0
4295294956 0 0 0
4295294970 0 0 0
4295294985 0 0 0
4295295000 0 0 0
4295295014 0 0 0
4295295028 0 0 0
4295295042 0 0 0
4295295057 0 0 0
4295295072 1942 0 0
4295295086 25489 0 12000000
4295295100 0 0 0
4295295114 0 0 0
4295295128 0 0 0
4295295142 0 0 0
4295295157 0 0 0
4295295172 0 0 0
4295295187 0 0 0
4295295202 0 0 0
4295295216 0 0 0
4295295230 0 0 0
4295295245 0 0 0
4295295260 0 0 0
4295295274 0 0 0
4295295288 0 0 0
4295295303 0 0 0
4295295317 1951 0 0
4295295331 0 0 0
4295295346 21294 0 12000000
4295295360 0 0 0
4295295374 0 0 0
4295295388 0 0 0
4295295402 0 0 0
4295295416 0 0 0
4295295431 0 0 0
4295295445 0 0 0
4295295460 0 0 0
4295295474 0 0 0
4295295488 0 0 0
4295295502 0 0 0
4295295516 0 0 0
4295295530 0 0 0
4295295544 0 0 0
4295295558 0 0 0
4295295572 1933 0 4000000
4295295588 17574 0 8000000
4295295603 0 0 0
4295295617 0 0 0
4295295631 0 0 0
4295295646 0 0 0
4295295661 0 0 0
4295295675 0 0 0
4295295689 0 0 0
4295295704 0 0 0
4295295718 0 0 0
4295295732 0 0 0
4295295747 0 0 0
4295295762 0 0 0
4295295777 0 0 0
4295295791 0 0 0
4295295805 0 0 0
4295295819 1864 0 0
4295295833 0 0 0
4295295847 14392 0 12000000
4295295862 0 0 0
4295295876 0 0 0
4295295890 0 0 0
4295295904 0 0 0
4295295918 0 0 0
4295295932 0 0 0
4295295947 0 0 0
4295295961 0 0 0
4295295975 0 0 0
4295295990 0 0 0
4295296004 0 0 0
4295296018 0 0 0
4295296032 0 0 0
4295296046 0 0 0
4295296061 0 0 0
4295296075 1849 0 0
4295296089 0 0 0
4295296104 11933 0 8000000
4295296119 0 0 0
4295296133 0 0 0
4295296147 0 0 0
4295296161 0 0 0
4295296175 0 0 0
4295296189 0 0 0
4295296204 0 0 0
4295296218 0 0 0
4295296232 0 0 0
4295296246 0 0 0
4295296261 0 0 0
4295296275 0 0 0
4295296289 0 0 0
4295296303 0 0 0
4295296317 0 0 0
4295296331 1861 0 0
4295296345 8580 0 8000000
4295296359 1364 0 0
4295296373 0 0 0
4295296387 0 0 0
4295296401 0 0 0
4295296416 0 0 0
4295296430 0 0 0
4295296445 0 0 0
4295296459 0 0 0
4295296473 0 0 0
4295296487 0 0 0
4295296501 0 0 0
4295296515 0 0 0
4295296529 0 0 0
4295296543 0 0 0
4295296557 0 0 0
4295296571 0 0 0
4295296585 1867 0 0
4295296599 8112 0 4000000
4295296613 0 0 0
4295296627 0 0 0
4295296642 0 0 0
4295296656 0 0 0
4295296670 0 0 0
4295296684 0 0 0
4295296698 0 0 0
4295296712 0 0 0
4295296726 0 0 0
4295296741 0 0 0
4295296755 0 0 0
4295296769 0 0 0
4295296783 0 0 0
4295296797 0 0 0
4295296811 0 0 0
4295296826 1793 0 0
4295296840 0 0 0
4295296854 6686 0 8000000
4295296869 0 0 0
4295296883 0 0 0
4295296897 0 0 0
4295296911 0 0 0
4295296925 0 0 0
4295296939 0 0 0
4295296954 0 0 0
4295296969 0 0 0
4295296984 0 0 0
4295296999 0 0 0
4295297014 0 0 0
4295297028 0 0 0
4295297042 0 0 0
4295297056 0 0 0
4295297070 0 0 0
4295297084 1841 0 0
4295297098 32 0 0
4295297112 5492 0 4000000
4295297126 0 0 0
4295297140 0 0 0
4295297154 0 0 0
4295297169 0 0 0
4295297184 0 0 0
4295297199 0 0 0
4295297213 0 0 0
4295297228 0 0 0
4295297243 0 0 0
4295297257 0 0 0
4295297272 0 0 0
4295297286 0 0 0
4295297300 0 0 0
4295297314 0 0 0
4295297328 1772 0 0
4295297343 0 0 0
4295297358 4633 0 8000000
4295297372 0 0 0
4295297386 0 0 0
4295297400 0 0 0
4295297414 0 0 0
4295297428 0 0 0
4295297443 0 0 0
4295297458 0 0 0
4295297472 0 0 0
4295297486 0 0 0
4295297500 0 0 0
4295297514 0 0 0
4295297528 0 0 0
4295297543 0 0 0
4295297557 0 0 0
4295297571 0 0 0
4295297585 1742 0 4000000
4295297599 0 0 0
4295297614 3823 0 4000000
4295297628 0 0 0
4295297643 0 0 0
4295297657 0 0 0
4295297671 0 0 0
4295297685 0 0 0
4295297699 0 0 0
4295297713 0 0 0
4295297728 0 0 0
4295297742 0 0 0
4295297757 0 0 0
4295297772 0 0 0
4295297786 0 0 0
4295297800 0 0 0
4295297815 0 0 0
4295297829 1754 0 0
4295297844 0 0 0
4295297859 3058 0 4000000
4295297873 0 0 0
4295297888 0 0 0
4295297902 0 0 0
4295297916 0 0 0
4295297931 0 0 0
4295297945 0 0 0
4295297959 0 0 0
4295297973 0 0 0
4295297987 0 0 0
4295298001 0 0 0
4295298015 0 0 0
4295298029 0 0 0
4295298043 0 0 0
4295298057 0 0 0
4295298071 0 0 0
4295298085 1760 0 0
4295298099 0 0 0
4295298113 2588 0 4000000
4295298127 0 0 0
4295298141 0 0 0
4295298155 0 0 0
4295298169 0 0 0
4295298183 0 0 0
4295298197 0 0 0
4295298211 0 0 0
4295298225 0 0 0
4295298239 0 0 0
4295298253 0 0 0
4295298267 0 0 0
4295298281 0 0 0
4295298295 0 0 0
4295298309 0 0 0
4295298323 0 0 0
4295298337 1728 0 4000000
4295298352 0 0 0
4295298366 2097 0 4000000
4295298380 0 0 0
4295298394 0 0 0
4295298408 0 0 0
4295298423 0 0 0
4295298437 0 0 0
4295298451 0 0 0
4295298466 0 0 0
4295298480 0 0 0
4295298495 0 0 0
4295298510 0 0 0
4295298525 0 0 0
4295298539 0 0 0
4295298553 0 0 0
4295298568 0 0 0
4295298583 1871 0 4000000
4295298597 0 0 0
4295298611 1714 0 4000000
4295298625 0 0 0
4295298639 0 0 0
4295298653 0 0 0
4295298668 0 0 0
4295298683 0 0 0
4295298697 0 0 0
4295298712 0 0 0
4295298726 0 0 0
4295298741 0 0 0
4295298755 0 0 0
4295298770 0 0 0
4295298784 0 0 0
4295298798 0 0 0
4295298812 0 0 0
4295298826 0 0 0
4295298840 1712 0 0
4295298854 0 0 0
4295298868 1438 0 4000000
4295298882 0 0 0
4295298896 0 0 0
4295298910 0 0 0
4295298924 0 0 0
4295298938 0 0 0
4295298952 0 0 0
4295298966 0 0 0
4295298980 0 0 0
4295298994 0 0 0
4295299008 0 0 0
4295299022 0 0 0
4295299036 0 0 0
4295299050 0 0 0
4295299065 0 0 0
4295299079 1638 0 0
4295299093 0 0 0
4295299108 0 0 0
4295299122 1151 0 0
4295299136 0 0 0
4295299150 0 0 0
4295299164 0 0 0
4295299178 0 0 0
4295299193 0 0 0
4295299208 0 0 0
4295299222 0 0 0
4295299237 0 0 0
4295299251 0 0 0
4295299265 0 0 0
4295299280 0 0 0
4295299295 0 0 0
4295299310 0 0 0
4295299324 0 0 0
4295299338 0 0 0
