4295386052 47010 0 73
4295386066 0 0 0
4295386080 0 0 0
4295386095 0 0 0
4295386109 0 0 0
4295386124 0 0 0
4295386138 0 0 0
4295386152 0 0 0
4295386167 0 0 0
4295386181 0 0 0
4295386195 0 0 0
4295386210 0 0 0
4295386225 0 0 0
4295386240 0 0 0
4295386254 0 0 0
4295386269 0 0 0
4295386283 0 0 0
4295386299 8983 0 37
4295386313 28137 0 50
4295386327 0 0 0
4295386341 0 0 0
4295386355 0 0 0
4295386370 0 0 0
4295386385 0 0 0
4295386399 0 0 0
4295386414 0 0 0
4295386428 0 0 0
4295386442 0 0 0
4295386456 0 0 0
4295386470 0 0 0
4295386484 0 0 0
4295386499 0 0 0
4295386513 0 0 0
4295386528 0 0 0
4295386542 0 0 0
4295386556 17633 0 57
4295386570 12602 0 14
4295386584 0 0 0
4295386598 0 0 0
4295386613 0 0 0
4295386627 0 0 0
4295386641 0 0 0
4295386656 0 0 0
4295386670 0 0 0
4295386684 0 0 0
4295386699 0 0 0
4295386713 0 0 0
4295386727 0 0 0
4295386745 0 0 0
4295386760 0 0 0
4295386774 0 0 0
4295386790 0 0 0
4295386805 5055 0 6
4295386819 20220 0 7
4295386833 0 0 0
4295386848 0 0 0
4295386863 0 0 0
4295386878 0 0 0
4295386893 0 0 0
4295386908 0 0 0
4295386922 0 0 0
4295386937 0 0 0
4295386952 0 0 0
4295386967 0 0 0
4295386981 0 0 0
4295386996 0 0 0
4295387010 0 0 0
4295387025 0 0 0
4295387039 0 0 0
4295387054 0 0 0
4295387068 20500 0 50
4295387083 0 0 0
4295387097 0 0 0
4295387111 0 0 0
4295387125 0 0 0
4295387139 0 0 0
4295387153 0 0 0
4295387167 0 0 0
4295387181 0 0 0
4295387196 0 0 0
4295387210 0 0 0
4295387224 0 0 0
4295387238 0 0 0
4295387252 0 0 0
4295387267 0 0 0
4295387282 0 0 0
4295387296 0 0 0
4295387310 3438 0 14
4295387324 13752 0 21
4295387338 0 0 0
4295387353 0 0 0
4295387367 0 0 0
4295387381 0 0 0
4295387395 0 0 0
4295387409 0 0 0
4295387423 0 0 0
4295387438 0 0 0
4295387452 0 0 0
4295387466 0 0 0
4295387480 0 0 0
4295387495 0 0 0
4295387509 0 0 0
4295387523 0 0 0
4295387537 0 0 0
4295387551 0 0 0
4295387565 10697 0 27
4295387579 3338 0 0
4295387594 0 0 0
4295387608 0 0 0
4295387623 0 0 0
4295387638 0 0 0
4295387652 0 0 0
4295387666 0 0 0
4295387681 0 0 0
4295387695 0 0 0
4295387709 0 0 0
4295387723 0 0 0
4295387737 0 0 0
4295387751 0 0 0
4295387765 0 0 0
4295387779 0 0 0
4295387793 0 0 0
4295387807 0 0 0
4295387821 11575 0 36
4295387836 0 0 0
4295387851 0 0 0
4295387866 0 0 0
4295387880 0 0 0
4295387894 0 0 0
4295387908 0 0 0
4295387922 0 0 0
4295387936 0 0 0
4295387950 0 0 0
4295387965 0 0 0
4295387979 0 0 0
4295387994 0 0 0
4295388008 0 0 0
4295388023 0 0 0
4295388038 0 0 0
4295388052 0 0 0
4295388066 3581 0 7
4295388080 5789 0 7
4295388094 0 0 0
4295388108 0 0 0
4295388122 0 0 0
4295388137 0 0 0
4295388151 0 0 0
4295388166 0 0 0
4295388180 0 0 0
4295388195 0 0 0
4295388209 0 0 0
4295388223 0 0 0
4295388238 0 0 0
4295388252 0 0 0
4295388267 0 0 0
4295388281 0 0 0
4295388295 0 0 0
4295388309 0 0 0
4295388323 8010 0 44
4295388337 0 0 0
4295388351 0 0 0
4295388366 0 0 0
4295388381 0 0 0
4295388396 0 0 0
4295388410 0 0 0
4295388424 0 0 0
4295388438 0 0 0
4295388452 0 0 0
4295388466 0 0 0
4295388480 0 0 0
4295388495 0 0 0
4295388509 0 0 0
4295388523 0 0 0
4295388537 0 0 0
4295388551 0 0 0
4295388565 17 0 0
